"","day","month","year","venue","ext","date","location","city","country","state","region","lat","lon","n","fixedc","standardc","fixedp","fixedfinal","noplace","fixedfinal2"
"1660","14","Apr","1971","Bucknell University, Lewisburg, PA, USA","http://www.setlist.fm/setlist/grateful-dead/1971/bucknell-university-lewisburg-pa-6bc7a2de.html",1971-04-14,"Bucknell University","Lewisburg","USA","PA","Northeast",40.9548827,-76.8847321,23,0.00106671401969072,3.96082616856278e-52,0.00106671401969072,7.66790713976472,0.0024726430976431,6.21556066893248
"1661","13","Apr","1971","Catholic Youth Center, Scranton, PA, USA","http://www.setlist.fm/setlist/grateful-dead/1971/catholic-youth-center-scranton-pa-73c7a2d9.html",1971-04-13,"Catholic Youth Center","Scranton","USA","PA","Northeast",41.394027,-75.669623,18,0.00285970141449003,4.7566647823137e-42,0.00285970141449003,6.83209857805519,0.00662878787878788,5.17708529328128
"1662","12","Apr","1971","Civic Arena, Pittsburgh, PA, USA","http://www.setlist.fm/setlist/grateful-dead/1971/civic-arena-pittsburgh-pa-63c7a2db.html",1971-04-12,"Civic Arena","Pittsburgh","USA","PA","Northeast",40.441493,-79.990629,21,0.0228776113159202,1.57804433415542e-44,0.0228776113159202,5.06964590312771,0.00589225589225589,5.3011199014969
"1663","10","Apr","1971","Franklin and Marshall College, Lancaster, PA, USA","http://www.setlist.fm/setlist/grateful-dead/1971/franklin-and-marshall-college-lancaster-pa-4bdcff62.html",1971-04-10,"Franklin and Marshall College","Lancaster","USA","PA","Northeast",40.0475258,-76.3179016,19,0.00325688216650253,2.08229100538987e-43,0.00325688216650253,6.72187067350993,0.00754945286195286,5.04012933252186
"1664","8","Apr","1971","Boston Music Hall, Boston, MA, USA","http://www.setlist.fm/setlist/grateful-dead/1971/boston-music-hall-boston-ma-5bdcff74.html",1971-04-08,"Boston Music Hall","Boston","USA","MA","Northeast",42.3562603,-71.061037,21,0.0381293521932003,9.3044576256435e-47,0.0381293521932003,4.63669024220513,0.00589225589225589,5.3011199014969
"1665","7","Apr","1971","Boston Music Hall, Boston, MA, USA","http://www.setlist.fm/setlist/grateful-dead/1971/boston-music-hall-boston-ma-4bdcff72.html",1971-04-07,"Boston Music Hall","Boston","USA","MA","Northeast",42.3562603,-71.061037,16,0.011745202238084,1.62565949429659e-34,0.011745202238084,5.63472634146514,0.00181502525254517,6.54115973904408
"1666","6","Apr","1971","The Grand Ballroom at Manhattan Center, New York, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1971/the-grand-ballroom-at-manhattan-center-new-york-ny-2bdcfcb2.html",1971-04-06,"The Grand Ballroom at Manhattan Center","New York","USA","NY","Northeast",40.7527097,-73.994284,21,0.00762587043864007,3.11787125813939e-50,0.00762587043864007,6.00078636947963,0.00589225589225589,5.3011199014969
"1667","5","Apr","1971","The Grand Ballroom at Manhattan Center, New York, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1971/the-grand-ballroom-at-manhattan-center-new-york-ny-23dcfcbb.html",1971-04-05,"The Grand Ballroom at Manhattan Center","New York","USA","NY","Northeast",40.7527097,-73.994284,21,0.00762587043864007,8.60885221992473e-47,0.00762587043864007,6.00078636947963,0.00589225589225589,5.3011199014969
"1668","4","Apr","1971","The Grand Ballroom at Manhattan Center, New York, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1971/the-grand-ballroom-at-manhattan-center-new-york-ny-2bdcfcc2.html",1971-04-04,"The Grand Ballroom at Manhattan Center","New York","USA","NY","Northeast",40.7527097,-73.994284,19,0.00977064649950759,6.39736538421953e-43,0.00977064649950759,5.79073020715802,0.00754945286195286,5.04012933252186
"1669","24","Mar","1971","Winterland Arena, San Francisco, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1971/winterland-arena-san-francisco-ca-2bdcfcce.html",1971-03-24,"Winterland Arena","San Francisco","USA","CA","West",37.785727,-122.4350462,17,0.0905572114588508,8.47508978005561e-37,0.0905572114588508,3.90355251414372,0.00349852693602737,5.85008571246038
"1670","21","Mar","1971","Performing Arts Center, Milwaukee, WI, USA","http://www.setlist.fm/setlist/grateful-dead/1971/performing-arts-center-milwaukee-wi-2bdcfcca.html",1971-03-21,"Performing Arts Center","Milwaukee","USA","WI","Midwest",43.042957,-87.9109369,9,0.000919189740371794,8.4229890175373e-23,0.000919189740371794,7.79406282592009,0.000710227420075874,7.52922971570268
"1671","20","Mar","1971","University of Iowa Fieldhouse, Iowa City, IA, USA","http://www.setlist.fm/setlist/grateful-dead/1971/university-of-iowa-fieldhouse-iowa-city-ia-3c2e177.html",1971-03-20,"University of Iowa Fieldhouse","Iowa City","USA","IA","Midwest",41.6583683,-91.5465902,17,0.00150928685764751,6.36490670199731e-39,0.00150928685764751,7.37375755772177,0.00349852693602715,5.85008571246045
"1672","18","Mar","1971","The Fabulous Fox Theatre, St. Louis, MO, USA","http://www.setlist.fm/setlist/grateful-dead/1971/the-fabulous-fox-theatre-st-louis-mo-6bc7a2ea.html",1971-03-18,"The Fabulous Fox Theatre","St. Louis","USA","MO","Midwest",38.638903,-90.231845,23,0.00853371215752579,6.46205466653004e-50,0.00853371215752579,5.90545446483725,0.0024726430976431,6.21556066893248
"1673","17","Mar","1971","The Fabulous Fox Theatre, St. Louis, MO, USA","http://www.setlist.fm/setlist/grateful-dead/1971/the-fabulous-fox-theatre-st-louis-mo-63c7a2eb.html",1971-03-17,"The Fabulous Fox Theatre","St. Louis","USA","MO","Midwest",38.638903,-90.231845,2,0.00136221072741707,4.39842163293799e-08,0.00136224122483477,7.46063756569074,0.00042834321529874,8.06172911516603
"1674","14","Mar","1971","University of Wisconsin, Madison, WI, USA","http://www.setlist.fm/setlist/grateful-dead/1971/university-of-wisconsin-madison-wi-23dcfc0f.html",1971-03-14,"University of Wisconsin","Madison","USA","WI","Midwest",43.076592,-89.4124875,14,0.000261004494179645,1.57346813975479e-33,0.000261004494179645,8.86110340144346,0.00060500841751922,7.69808309430976
"1675","13","Mar","1971","Jenison Fieldhouse, Michigan State University, East Lansing, MI, USA","http://www.setlist.fm/setlist/grateful-dead/1971/jenison-fieldhouse-michigan-state-university-east-lansing-mi-5bda331c.html",1971-03-13,"Jenison Fieldhouse","East Lansing","USA","MI","Midwest",42.7308708,-84.4900093,14,0.000261004494179645,1.57346813975479e-33,0.000261004494179645,8.86110340144346,0.00060500841751922,7.69808309430976
"1676","5","Mar","1971","Civic Auditorium, Oakland, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1971/civic-auditorium-oakland-ca-13c2e17d.html",1971-03-05,"Civic Auditorium","Oakland","USA","CA","West",37.7976288,-122.2615781,1,3.62396335414294,0.0833398697937093,3.62396335414294,0.77661190229867,0.350014460620972,1
"1677","3","Mar","1971","Fillmore West, San Francisco, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1971/fillmore-west-san-francisco-ca-3bdcfc14.html",1971-03-03,"Fillmore West","San Francisco","USA","CA","West",37.783926,-122.433072,16,0.0383676606444078,6.2409576364336e-36,0.0383676606444078,4.63140947385739,0.0018150252525255,6.5411597390555
"1678","24","Feb","1971","Capitol Theatre, Port Chester, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1971/capitol-theatre-port-chester-ny-33dcfc11.html",1971-02-24,"Capitol Theatre","Port Chester","USA","NY","Northeast",41.0014617,-73.665461,22,0.0268721148790174,9.63279612092791e-48,0.0268721148790174,4.93324766841857,0.00389309764309764,5.73755058958675
"1679","23","Feb","1971","Capitol Theatre, Port Chester, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1971/capitol-theatre-port-chester-ny-2bdcfc12.html",1971-02-23,"Capitol Theatre","Port Chester","USA","NY","Northeast",41.0014617,-73.665461,23,0.0170674243150516,1.30251826557662e-48,0.0170674243150516,5.31797023986143,0.0024726430976431,6.21556066893248
"1680","21","Feb","1971","Capitol Theatre, Port Chester, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1971/capitol-theatre-port-chester-ny-33dcfc1d.html",1971-02-21,"Capitol Theatre","Port Chester","USA","NY","Northeast",41.0014617,-73.665461,23,0.0170674243150516,1.09096421116311e-51,0.0170674243150516,5.31797023986143,0.0024726430976431,6.21556066893248
"1681","20","Feb","1971","Capitol Theatre, Port Chester, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1971/capitol-theatre-port-chester-ny-23dcfc1f.html",1971-02-20,"Capitol Theatre","Port Chester","USA","NY","Northeast",41.0014617,-73.665461,22,0.0268721148790174,9.07667112732438e-48,0.0268721148790174,4.93324766841857,0.00389309764309764,5.73755058958675
"1682","19","Feb","1971","Capitol Theatre, Port Chester, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1971/capitol-theatre-port-chester-ny-13dcfd41.html",1971-02-19,"Capitol Theatre","Port Chester","USA","NY","Northeast",41.0014617,-73.665461,21,0.0406713090060804,6.48274393499383e-47,0.0406713090060804,4.58198993592824,0.00589225589225589,5.3011199014969
"1683","18","Feb","1971","Capitol Theatre, Port Chester, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1971/capitol-theatre-port-chester-ny-7bc7a2fc.html",1971-02-18,"Capitol Theatre","Port Chester","USA","NY","Northeast",41.0014617,-73.665461,23,0.0170674243150516,1.58471682684966e-50,0.0170674243150516,5.31797023986143,0.0024726430976431,6.21556066893248
"1684","25","Jan","1971","Seattle Center Arena, Seattle, WA, USA","http://www.setlist.fm/setlist/grateful-dead/1971/seattle-center-arena-seattle-wa-63c7a2ff.html",1971-01-25,"Seattle Center Arena","Seattle","USA","WA","West",47.6221,-122.353988,9,0.00122558632049573,4.55269010243886e-21,0.00122558632049573,7.55023484232035,0.000710233245979894,7.529221077483
"1685","24","Jan","1971","Seattle Center Arena, Seattle, WA, USA","http://www.setlist.fm/setlist/grateful-dead/1971/seattle-center-arena-seattle-wa-7bc7a2f8.html",1971-01-24,"Seattle Center Arena","Seattle","USA","WA","West",47.6221,-122.353988,15,0.00140715466427287,1.81129421092024e-33,0.00140715466427287,7.43314406159037,0.000815446127997128,7.38374698733247
"1686","22","Jan","1971","Lane Community College, Eugene, OR, USA","http://www.setlist.fm/setlist/grateful-dead/1971/lane-community-college-eugene-or-13dcfd4d.html",1971-01-22,"Lane Community College","Eugene","USA","OR","West",44.0094721,-123.03267,10,0.000329092623096074,2.02170536834249e-25,0.000329092623096074,8.66463749145793,0.000762836718385063,7.45397811641113
"1687","21","Jan","1971","Freeborn Hall, Davis, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1971/freeborn-hall-davis-ca-73c7a205.html",1971-01-21,"Freeborn Hall","Davis","USA","CA","West",38.5425912,-121.750241,16,0.00156602696507787,7.15196261998318e-38,0.00156602696507787,7.34247871011572,0.00181502525252532,6.5411597390556
"1688","31","Dec","1970","Winterland Arena, San Francisco, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/winterland-arena-san-francisco-ca-13dcfd51.html",1970-12-31,"Winterland Arena","San Francisco","USA","CA","West",37.785727,-122.4350462,10,0.0197455573857645,4.20227740441169e-23,0.0197455573857645,5.19443244787988,0.000762836762861674,7.45397805501229
"1689","28","Dec","1970","Legion Stadium, El Monte, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/legion-stadium-el-monte-ca-1bdcfd5c.html",1970-12-28,"Legion Stadium","El Monte","USA","CA","West",34.0722699,-118.0453558,18,0.00857910424347007,4.13283286965612e-42,0.00857910424347007,5.90095811170327,0.00662878787878788,5.17708529328128
"1690","27","Dec","1970","Legion Stadium, El Monte, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/legion-stadium-el-monte-ca-3bdc70d0.html",1970-12-27,"Legion Stadium","El Monte","USA","CA","West",34.0722699,-118.0453558,21,0.00762587043864007,1.34983690104791e-48,0.00762587043864007,6.00078636947963,0.00589225589225589,5.3011199014969
"1691","26","Dec","1970","Legion Stadium, El Monte, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/legion-stadium-el-monte-ca-3dcfd5f.html",1970-12-26,"Legion Stadium","El Monte","USA","CA","West",34.0722699,-118.0453558,18,0.00857910424347007,1.09053989358498e-43,0.00857910424347007,5.90095811170327,0.00662878787878788,5.17708529328128
"1692","23","Dec","1970","Winterland Arena, San Francisco, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/winterland-arena-san-francisco-ca-1bdcfd64.html",1970-12-23,"Winterland Arena","San Francisco","USA","CA","West",37.785727,-122.4350462,11,0.0190646760966002,3.91370182730863e-27,0.0190646760966002,5.22417446718096,0.000736531986630055,7.49093200368692
"1693","22","Dec","1970","Sacramento Memorial Auditorium, Sacramento, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/sacramento-memorial-auditorium-sacramento-ca-6bc7a212.html",1970-12-22,"Sacramento Memorial Auditorium","Sacramento","USA","CA","West",38.5788426,-121.4857235,1,0.905990838535734,0.0208349674484273,0.905990838535734,1.95158035225032,0.350014460620972,1
"1694","12","Dec","1970","Sonoma County Fairgrounds, Santa Rosa, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/sonoma-county-fairgrounds-santa-rosa-ca-3dcfd67.html",1970-12-12,"Sonoma County Fairgrounds","Santa Rosa","USA","CA","West",38.4293747,-122.7019749,13,0.000261004494179645,4.83828671673964e-30,0.000261004494179645,8.86110340144346,0.00060500841952324,7.69808309082157
"1695","29","Nov","1970","Club Agora, Columbus, OH, USA","http://www.setlist.fm/setlist/grateful-dead/1970/club-agora-columbus-oh-bdcfd62.html",1970-11-29,"Club Agora","Columbus","USA","OH","Midwest",40.0953903,-83.0655049,17,0.00150928685764751,3.52784898046009e-38,0.00150928685764751,7.37375755772177,0.00349852693602801,5.85008571246019
"1696","27","Nov","1970","The Syndrome, Chicago, IL, USA","http://www.setlist.fm/setlist/grateful-dead/1970/the-syndrome-chicago-il-43c73fa7.html",1970-11-27,"The Syndrome","Chicago","USA","IL","Midwest",41.9535268,-87.6784566,2,0.00017022364496671,3.26154146510232e-10,0.000170223871043884,9.22337042794492,0.000396504582000678,8.14306581663881
"1697","23","Nov","1970","Anderson Theater, New York, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/anderson-theater-new-york-ny-3dcfd6f.html",1970-11-23,"Anderson Theater","New York","USA","NY","Northeast",40.7598345,-73.9811916,14,0.000261004494179645,2.00811507532004e-33,0.000261004494179645,8.86110340144346,0.000605008417522204,7.69808309430457
"1698","22","Nov","1970","Middlesex Community College, Edison, NJ, USA","http://www.setlist.fm/setlist/grateful-dead/1970/middlesex-community-college-edison-nj-63c7a21f.html",1970-11-22,"Middlesex Community College","Edison","USA","NJ","Northeast",40.5048319,-74.3667479,1,0.150998473089289,0.00347249457473789,0.150998473089289,3.47020504357806,0.350014460620972,1
"1699","21","Nov","1970","WBCN Radio, Boston, MA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/wbcn-radio-boston-ma-1bdcfd68.html",1970-11-21,"WBCN Radio","Boston","USA","MA","Northeast",42.3471472,-71.082271,7,0.000340440644582146,1.86799318383405e-24,0.000340440644582146,8.63590387272551,0.000789141414173945,7.41827719626527
"1700","21","Nov","1970","Boston University, Boston, MA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/boston-university-boston-ma-13dcfd69.html",1970-11-21,"Boston University","Boston","USA","MA","Northeast",42.3504997,-71.1053991,2,0.000170225399197937,4.98347329450417e-10,0.000170225744636131,9.22336109920519,0.000397529039765378,8.14034846689649
"1701","20","Nov","1970","Palestra, Rochester, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/palestra-rochester-ny-bdcfd6a.html",1970-11-20,"Palestra","Rochester","USA","NY","Northeast",43.16103,-77.6109219,14,0.00052200898835929,2.06248342910269e-37,0.00052200898835929,8.27361917646764,0.000605008417508417,7.69808309432857
"1702","16","Nov","1970","Fillmore East, New York, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/fillmore-east-new-york-ny-3dcfd6b.html",1970-11-16,"Fillmore East","New York","USA","NY","Northeast",42.4661754,-78.115008,17,0.052825040017663,1.0540212950502e-38,0.052825040017663,4.3603846998302,0.00349852693602694,5.85008571246051
"1703","14","Nov","1970","46th St. Rock Palace, Brooklyn, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/46th-st-rock-palace-brooklyn-ny-63c7a227.html",1970-11-14,"46th St. Rock Palace","Brooklyn","USA","NY","Northeast",40.6781784,-73.9441579,1,0.603993892357156,0.0138899782989516,0.603993892357156,2.29523659362641,0.350014460620972,1
"1704","13","Nov","1970","46th St. Rock Palace, Brooklyn, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/46th-st-rock-palace-brooklyn-ny-6bc7a222.html",1970-11-13,"46th St. Rock Palace","Brooklyn","USA","NY","Northeast",40.6781784,-73.9441579,1,0.603993892357156,0.0138899782989516,0.603993892357156,2.29523659362641,0.350014460620972,1
"1705","12","Nov","1970","46th St. Rock Palace, Brooklyn, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/46th-st-rock-palace-brooklyn-ny-63c7a223.html",1970-11-12,"46th St. Rock Palace","Brooklyn","USA","NY","Northeast",40.6781784,-73.9441579,1,0.603993892357156,0.0138899782989516,0.603993892357156,2.29523659362641,0.350014460620972,1
"1706","11","Nov","1970","46th St. Rock Palace, Brooklyn, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/46th-st-rock-palace-brooklyn-ny-13dcfd75.html",1970-11-11,"46th St. Rock Palace","Brooklyn","USA","NY","Northeast",40.6781784,-73.9441579,23,0.00426685607876289,7.6778089212311e-58,0.00426685607876289,6.49293868981307,0.0024726430976431,6.21556066893248
"1707","10","Nov","1970","Action House, Island Park, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/action-house-island-park-ny-53c73fad.html",1970-11-10,"Action House","Island Park","USA","NY","Northeast",40.6023676,-73.6516779,4,0.00047661710011264,1.06486484210937e-11,0.000476617133954633,8.35072285763963,0.000567354915292698,7.7657509912603
"1708","9","Nov","1970","Action House, Island Park, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/action-house-island-park-ny-bdcfd72.html",1970-11-09,"Action House","Island Park","USA","NY","Northeast",40.6023676,-73.6516779,6,0.000453920859442864,1.36086903222435e-19,0.000453920859442864,8.39207588912577,0.000526094342439219,7.84526305133627
"1709","8","Nov","1970","Capitol Theatre, Port Chester, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/capitol-theatre-port-chester-ny-3dcfd7f.html",1970-11-08,"Capitol Theatre","Port Chester","USA","NY","Northeast",41.0014617,-73.665461,27,0.00453920859442861,1.15167929493775e-74,0.00453920859442861,6.44049553687545,0.000657617845117845,7.61027583805004
"1710","7","Nov","1970","Capitol Theatre, Port Chester, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/capitol-theatre-port-chester-ny-3dcfd7b.html",1970-11-07,"Capitol Theatre","Port Chester","USA","NY","Northeast",41.0014617,-73.665461,25,0.00689959706353149,5.84648566973352e-62,0.00689959706353149,6.08561316345973,0.000999579124579125,7.16934160630313
"1711","6","Nov","1970","Capitol Theatre, Port Chester, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/capitol-theatre-port-chester-ny-6bdc8286.html",1970-11-06,"Capitol Theatre","Port Chester","USA","NY","Northeast",41.0014617,-73.665461,30,0.00399450356309718,5.61606164505023e-70,0.00399450356309718,6.54884206311662,0.000578703703703704,7.74489422399797
"1712","5","Nov","1970","Capitol Theatre, Port Chester, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/capitol-theatre-port-chester-ny-63dc8287.html",1970-11-05,"Capitol Theatre","Port Chester","USA","NY","Northeast",41.0014617,-73.665461,12,0.00254195681288002,4.99540676168961e-28,0.00254195681288002,6.93192683583154,0.000368265994049918,8.22086936902888
"1713","31","Oct","1970","SUNY Stony Brook Gymnasium, Stony Brook, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/suny-stony-brook-gymnasium-stony-brook-ny-63dc828f.html",1970-10-31,"SUNY Stony Brook Gymnasium","Stony Brook","USA","NY","Northeast",40.877477,-73.119214,12,0.000953233804830008,3.83114753155745e-32,0.000953233804830008,7.7632390444071,0.000368265993266153,8.2208693712701
"1714","31","Oct","1970","SUNY Stony Brook Gymnasium, Stony Brook, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/suny-stony-brook-gymnasium-stony-brook-ny-73dc8281.html",1970-10-31,"SUNY Stony Brook Gymnasium","Stony Brook","USA","NY","Northeast",40.877477,-73.119214,13,0.00156602696507787,1.39703681243868e-30,0.00156602696507787,7.34247871011572,0.000605008417605376,7.6980830941598
"1715","30","Oct","1970","SUNY Stony Brook Gymnasium, Stony Brook, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/suny-stony-brook-gymnasium-stony-brook-ny-7bdc8294.html",1970-10-30,"SUNY Stony Brook Gymnasium","Stony Brook","USA","NY","Northeast",40.877477,-73.119214,15,0.0021107319964093,3.36334110981551e-35,0.0021107319964093,7.08948782021428,0.00081544612794676,7.38374698739752
"1716","30","Oct","1970","SUNY Stony Brook Gymnasium, Stony Brook, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/suny-stony-brook-gymnasium-stony-brook-ny-7bdc8290.html",1970-10-30,"SUNY Stony Brook Gymnasium","Stony Brook","USA","NY","Northeast",40.877477,-73.119214,9,0.00183837948074359,1.00712270952561e-21,0.00183837948074359,7.20657860094426,0.000710228153639012,7.52922862802561
"1717","24","Oct","1970","Kiel Opera House, St. Louis, MO, USA","http://www.setlist.fm/setlist/grateful-dead/1970/kiel-opera-house-st-louis-mo-73dc829d.html",1970-10-24,"Kiel Opera House","St. Louis","USA","MO","Midwest",38.6275743,-90.2014637,13,0.000261004494179645,3.46657804130314e-32,0.000261004494179645,8.86110340144346,0.000605008417522851,7.69808309430345
"1718","23","Oct","1970","McDonough Arena, Georgetown University, Washington, DC, USA","http://www.setlist.fm/setlist/grateful-dead/1970/mcdonough-arena-georgetown-university-washington-dc-73dc8299.html",1970-10-23,"McDonough Arena","Washington","USA","DC","South",38.9076379,-77.0774817,15,0.000351788666068217,3.5957319431234e-33,0.000351788666068217,8.60811251154202,0.000815446128351071,7.38374698687539
"1719","18","Oct","1970","Guthrie Theater, Minneapolis, MN, USA","http://www.setlist.fm/setlist/grateful-dead/1970/guthrie-theater-minneapolis-mn-4bc73fb6.html",1970-10-18,"Guthrie Theater","Minneapolis","USA","MN","Midwest",44.9781059,-93.2559432,1,0.301996946178578,0.00694498914947578,0.301996946178578,2.88272081860223,0.350014460620972,1
"1720","18","Oct","1970","Guthrie Theater, Minneapolis, MN, USA","http://www.setlist.fm/setlist/grateful-dead/1970/guthrie-theater-minneapolis-mn-6bc7a232.html",1970-10-18,"Guthrie Theater","Minneapolis","USA","MN","Midwest",44.9781059,-93.2559432,1,0.301996946178578,0.00694498914947578,0.301996946178578,2.88272081860223,0.350014460620972,1
"1721","17","Oct","1970","Cleveland Music Hall, Cleveland, OH, USA","http://www.setlist.fm/setlist/grateful-dead/1970/cleveland-music-hall-cleveland-oh-73c7a23d.html",1970-10-17,"Cleveland Music Hall","Cleveland","USA","OH","Midwest",41.49932,-81.6943605,20,0.0113934135720158,1.14676868082458e-43,0.0113934135720158,5.66050015472229,0.00660248316498317,5.18127248376867
"1722","16","Oct","1970","Irvine Auditorium, University of Pennsylvania, Philadelphia, PA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/irvine-auditorium-university-of-pennsylvania-philadelphia-pa-6bc7a23e.html",1970-10-16,"Irvine Auditorium","Philadelphia","USA","PA","Northeast",39.9509218,-75.1929818,7,0.000340440644582148,5.39730511826052e-20,0.000340440644582149,8.6359038727255,0.000789142354100224,7.41827594197274
"1723","12","Oct","1970","William Paterson University, Wayne, NJ, USA","http://www.setlist.fm/setlist/grateful-dead/1970/william-paterson-university-wayne-nj-43c73fbf.html",1970-10-12,"William Paterson University","Wayne","USA","NJ","Northeast",40.9460061,-74.1981377,1,0.301996946178578,0.00694498914947578,0.301996946178578,2.88272081860223,0.350014460620972,1
"1724","11","Oct","1970","William Paterson University, Wayne, NJ, USA","http://www.setlist.fm/setlist/grateful-dead/1970/william-paterson-university-wayne-nj-73dc82a5.html",1970-10-11,"William Paterson University","Wayne","USA","NJ","Northeast",40.9460061,-74.1981377,13,0.00052200898835929,2.22521340022816e-34,0.00052200898835929,8.27361917646764,0.000605008417508465,7.69808309432849
"1725","10","Oct","1970","Colden Auditorium, Queens College, Flushing, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/colden-auditorium-queens-college-flushing-ny-6bdc82a2.html",1970-10-10,"Colden Auditorium","Flushing","USA","NY","Northeast",40.7378785,-73.8157571,14,0.000261004494179645,9.17476967748916e-33,0.000261004494179645,8.86110340144346,0.000605008417571412,7.69808309421892
"1726","5","Oct","1970","Winterland Arena, San Francisco, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/winterland-arena-san-francisco-ca-5bc73fb8.html",1970-10-05,"Winterland Arena","San Francisco","USA","CA","West",37.785727,-122.4350462,2,0.0102168368530371,3.55042085201138e-07,0.0102170830353116,5.7528624795219,0.000431023791543962,8.05515948338497
"1727","4","Oct","1970","Winterland Arena, San Francisco, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/winterland-arena-san-francisco-ca-6bdc82b6.html",1970-10-04,"Winterland Arena","San Francisco","USA","CA","West",37.785727,-122.4350462,11,0.0190646760966002,1.58563353398053e-26,0.0190646760966002,5.22417446718096,0.00073653198692929,7.49093200325908
"1728","26","Sep","1970","Terrace Ballroom, Salt Lake City, UT, USA","http://www.setlist.fm/setlist/grateful-dead/1970/terrace-ballroom-salt-lake-city-ut-2bdc70ca.html",1970-09-26,"Terrace Ballroom","Salt Lake City","USA","UT","West",40.7607793,-111.8910474,8,0.000226960429721431,3.63205367353875e-22,0.000226960429721431,8.97956011410159,0.000526094386766495,7.84526296260688
"1729","25","Sep","1970","Pasadena Civic Auditorium, Pasadena, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/pasadena-civic-auditorium-pasadena-ca-23dc70cf.html",1970-09-25,"Pasadena Civic Auditorium","Pasadena","USA","CA","West",34.1441844,-118.1434133,13,0.000261004494179645,5.19762757124943e-34,0.000261004494179645,8.86110340144346,0.000605008417508635,7.69808309432819
"1730","20","Sep","1970","Fillmore East, New York, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/fillmore-east-new-york-ny-63dc82b3.html",1970-09-20,"Fillmore East","New York","USA","NY","Northeast",42.4661754,-78.115008,27,0.00992951880031259,5.99899456977286e-68,0.00992951880031259,5.77705957888718,0.000657617845117845,7.61027583805004
"1731","19","Sep","1970","Fillmore East, New York, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/fillmore-east-new-york-ny-73dc82b9.html",1970-09-19,"Fillmore East","New York","USA","NY","Northeast",42.4661754,-78.115008,22,0.0587827512978505,2.5453270757385e-57,0.0587827512978505,4.26981171043029,0.00389309764309764,5.73755058958675
"1732","18","Sep","1970","Fillmore East, New York, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/fillmore-east-new-york-ny-7bdc82c4.html",1970-09-18,"Fillmore East","New York","USA","NY","Northeast",42.4661754,-78.115008,15,0.0123126033123876,2.32592777465346e-39,0.0123126033123876,5.59473965365044,0.000815446127946128,7.38374698739834
"1733","17","Sep","1970","Fillmore East, New York, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/fillmore-east-new-york-ny-5bdc833c.html",1970-09-17,"Fillmore East","New York","USA","NY","Northeast",42.4661754,-78.115008,26,0.0119154225603751,3.76574991639295e-68,0.0119154225603751,5.62253101483393,0.000789141414141414,7.41827719630868
